plan_id,profile_id,content,steering_condition,repetition,model_key,target_O,target_N
deepseek-v3__syn_0047__daily_life_change__persona_liwc__r0,syn_0047,daily_life_change,persona_liwc,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__daily_life_change__lex_fewshot__r0,syn_0047,daily_life_change,lex_fewshot,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__meaningful_relationship__persona_only__r0,syn_0047,meaningful_relationship,persona_only,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__meaningful_relationship__liwc_only__r0,syn_0047,meaningful_relationship,liwc_only,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__meaningful_relationship__persona_liwc__r0,syn_0047,meaningful_relationship,persona_liwc,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__meaningful_relationship__lex_fewshot__r0,syn_0047,meaningful_relationship,lex_fewshot,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__childhood_memory__persona_only__r0,syn_0047,childhood_memory,persona_only,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__childhood_memory__liwc_only__r0,syn_0047,childhood_memory,liwc_only,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__childhood_memory__persona_liwc__r0,syn_0047,childhood_memory,persona_liwc,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__childhood_memory__lex_fewshot__r0,syn_0047,childhood_memory,lex_fewshot,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__turning_point__persona_only__r0,syn_0047,turning_point,persona_only,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__turning_point__liwc_only__r0,syn_0047,turning_point,liwc_only,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__turning_point__persona_liwc__r0,syn_0047,turning_point,persona_liwc,0,deepseek-v3,11.0,92.0
deepseek-v3__syn_0047__turning_point__lex_fewshot__r0,syn_0047,turning_point,lex_fewshot,0,deepseek-v3,11.0,92.0
qwen3-32b__syn_0047__memorable_journey__persona_only__r0,syn_0047,memorable_journey,persona_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__memorable_journey__liwc_only__r0,syn_0047,memorable_journey,liwc_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__memorable_journey__persona_liwc__r0,syn_0047,memorable_journey,persona_liwc,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__memorable_journey__lex_fewshot__r0,syn_0047,memorable_journey,lex_fewshot,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__difficult_decision__persona_only__r0,syn_0047,difficult_decision,persona_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__difficult_decision__liwc_only__r0,syn_0047,difficult_decision,liwc_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__difficult_decision__persona_liwc__r0,syn_0047,difficult_decision,persona_liwc,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__difficult_decision__lex_fewshot__r0,syn_0047,difficult_decision,lex_fewshot,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__daily_life_change__persona_only__r0,syn_0047,daily_life_change,persona_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__daily_life_change__liwc_only__r0,syn_0047,daily_life_change,liwc_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__daily_life_change__persona_liwc__r0,syn_0047,daily_life_change,persona_liwc,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__daily_life_change__lex_fewshot__r0,syn_0047,daily_life_change,lex_fewshot,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__meaningful_relationship__persona_only__r0,syn_0047,meaningful_relationship,persona_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__meaningful_relationship__liwc_only__r0,syn_0047,meaningful_relationship,liwc_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__meaningful_relationship__persona_liwc__r0,syn_0047,meaningful_relationship,persona_liwc,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__meaningful_relationship__lex_fewshot__r0,syn_0047,meaningful_relationship,lex_fewshot,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__childhood_memory__persona_only__r0,syn_0047,childhood_memory,persona_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__childhood_memory__liwc_only__r0,syn_0047,childhood_memory,liwc_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__childhood_memory__persona_liwc__r0,syn_0047,childhood_memory,persona_liwc,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__childhood_memory__lex_fewshot__r0,syn_0047,childhood_memory,lex_fewshot,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__turning_point__persona_only__r0,syn_0047,turning_point,persona_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__turning_point__liwc_only__r0,syn_0047,turning_point,liwc_only,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__turning_point__persona_liwc__r0,syn_0047,turning_point,persona_liwc,0,qwen3-32b,11.0,92.0
qwen3-32b__syn_0047__turning_point__lex_fewshot__r0,syn_0047,turning_point,lex_fewshot,0,qwen3-32b,11.0,92.0
gpt-4o-mini__syn_0047__memorable_journey__persona_only__r0,syn_0047,memorable_journey,persona_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__memorable_journey__liwc_only__r0,syn_0047,memorable_journey,liwc_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__memorable_journey__persona_liwc__r0,syn_0047,memorable_journey,persona_liwc,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__memorable_journey__lex_fewshot__r0,syn_0047,memorable_journey,lex_fewshot,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__difficult_decision__persona_only__r0,syn_0047,difficult_decision,persona_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__difficult_decision__liwc_only__r0,syn_0047,difficult_decision,liwc_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__difficult_decision__persona_liwc__r0,syn_0047,difficult_decision,persona_liwc,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__difficult_decision__lex_fewshot__r0,syn_0047,difficult_decision,lex_fewshot,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__daily_life_change__persona_only__r0,syn_0047,daily_life_change,persona_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__daily_life_change__liwc_only__r0,syn_0047,daily_life_change,liwc_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__daily_life_change__persona_liwc__r0,syn_0047,daily_life_change,persona_liwc,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__daily_life_change__lex_fewshot__r0,syn_0047,daily_life_change,lex_fewshot,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__meaningful_relationship__persona_only__r0,syn_0047,meaningful_relationship,persona_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__meaningful_relationship__liwc_only__r0,syn_0047,meaningful_relationship,liwc_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__meaningful_relationship__persona_liwc__r0,syn_0047,meaningful_relationship,persona_liwc,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__meaningful_relationship__lex_fewshot__r0,syn_0047,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__childhood_memory__persona_only__r0,syn_0047,childhood_memory,persona_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__childhood_memory__liwc_only__r0,syn_0047,childhood_memory,liwc_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__childhood_memory__persona_liwc__r0,syn_0047,childhood_memory,persona_liwc,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__childhood_memory__lex_fewshot__r0,syn_0047,childhood_memory,lex_fewshot,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__turning_point__persona_only__r0,syn_0047,turning_point,persona_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__turning_point__liwc_only__r0,syn_0047,turning_point,liwc_only,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__turning_point__persona_liwc__r0,syn_0047,turning_point,persona_liwc,0,gpt-4o-mini,11.0,92.0
gpt-4o-mini__syn_0047__turning_point__lex_fewshot__r0,syn_0047,turning_point,lex_fewshot,0,gpt-4o-mini,11.0,92.0
deepseek-v3__syn_0048__memorable_journey__persona_only__r0,syn_0048,memorable_journey,persona_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__memorable_journey__liwc_only__r0,syn_0048,memorable_journey,liwc_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__memorable_journey__persona_liwc__r0,syn_0048,memorable_journey,persona_liwc,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__memorable_journey__lex_fewshot__r0,syn_0048,memorable_journey,lex_fewshot,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__difficult_decision__persona_only__r0,syn_0048,difficult_decision,persona_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__difficult_decision__liwc_only__r0,syn_0048,difficult_decision,liwc_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__difficult_decision__persona_liwc__r0,syn_0048,difficult_decision,persona_liwc,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__difficult_decision__lex_fewshot__r0,syn_0048,difficult_decision,lex_fewshot,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__daily_life_change__persona_only__r0,syn_0048,daily_life_change,persona_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__daily_life_change__liwc_only__r0,syn_0048,daily_life_change,liwc_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__daily_life_change__persona_liwc__r0,syn_0048,daily_life_change,persona_liwc,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__daily_life_change__lex_fewshot__r0,syn_0048,daily_life_change,lex_fewshot,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__meaningful_relationship__persona_only__r0,syn_0048,meaningful_relationship,persona_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__meaningful_relationship__liwc_only__r0,syn_0048,meaningful_relationship,liwc_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__meaningful_relationship__persona_liwc__r0,syn_0048,meaningful_relationship,persona_liwc,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__meaningful_relationship__lex_fewshot__r0,syn_0048,meaningful_relationship,lex_fewshot,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__childhood_memory__persona_only__r0,syn_0048,childhood_memory,persona_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__childhood_memory__liwc_only__r0,syn_0048,childhood_memory,liwc_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__childhood_memory__persona_liwc__r0,syn_0048,childhood_memory,persona_liwc,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__childhood_memory__lex_fewshot__r0,syn_0048,childhood_memory,lex_fewshot,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__turning_point__persona_only__r0,syn_0048,turning_point,persona_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__turning_point__liwc_only__r0,syn_0048,turning_point,liwc_only,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__turning_point__persona_liwc__r0,syn_0048,turning_point,persona_liwc,0,deepseek-v3,3.0,93.0
deepseek-v3__syn_0048__turning_point__lex_fewshot__r0,syn_0048,turning_point,lex_fewshot,0,deepseek-v3,3.0,93.0
qwen3-32b__syn_0048__memorable_journey__persona_only__r0,syn_0048,memorable_journey,persona_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__memorable_journey__liwc_only__r0,syn_0048,memorable_journey,liwc_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__memorable_journey__persona_liwc__r0,syn_0048,memorable_journey,persona_liwc,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__memorable_journey__lex_fewshot__r0,syn_0048,memorable_journey,lex_fewshot,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__difficult_decision__persona_only__r0,syn_0048,difficult_decision,persona_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__difficult_decision__liwc_only__r0,syn_0048,difficult_decision,liwc_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__difficult_decision__persona_liwc__r0,syn_0048,difficult_decision,persona_liwc,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__difficult_decision__lex_fewshot__r0,syn_0048,difficult_decision,lex_fewshot,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__daily_life_change__persona_only__r0,syn_0048,daily_life_change,persona_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__daily_life_change__liwc_only__r0,syn_0048,daily_life_change,liwc_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__daily_life_change__persona_liwc__r0,syn_0048,daily_life_change,persona_liwc,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__daily_life_change__lex_fewshot__r0,syn_0048,daily_life_change,lex_fewshot,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__meaningful_relationship__persona_only__r0,syn_0048,meaningful_relationship,persona_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__meaningful_relationship__liwc_only__r0,syn_0048,meaningful_relationship,liwc_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__meaningful_relationship__persona_liwc__r0,syn_0048,meaningful_relationship,persona_liwc,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__meaningful_relationship__lex_fewshot__r0,syn_0048,meaningful_relationship,lex_fewshot,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__childhood_memory__persona_only__r0,syn_0048,childhood_memory,persona_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__childhood_memory__liwc_only__r0,syn_0048,childhood_memory,liwc_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__childhood_memory__persona_liwc__r0,syn_0048,childhood_memory,persona_liwc,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__childhood_memory__lex_fewshot__r0,syn_0048,childhood_memory,lex_fewshot,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__turning_point__persona_only__r0,syn_0048,turning_point,persona_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__turning_point__liwc_only__r0,syn_0048,turning_point,liwc_only,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__turning_point__persona_liwc__r0,syn_0048,turning_point,persona_liwc,0,qwen3-32b,3.0,93.0
qwen3-32b__syn_0048__turning_point__lex_fewshot__r0,syn_0048,turning_point,lex_fewshot,0,qwen3-32b,3.0,93.0
gpt-4o-mini__syn_0048__memorable_journey__persona_only__r0,syn_0048,memorable_journey,persona_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__memorable_journey__liwc_only__r0,syn_0048,memorable_journey,liwc_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__memorable_journey__persona_liwc__r0,syn_0048,memorable_journey,persona_liwc,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__memorable_journey__lex_fewshot__r0,syn_0048,memorable_journey,lex_fewshot,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__difficult_decision__persona_only__r0,syn_0048,difficult_decision,persona_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__difficult_decision__liwc_only__r0,syn_0048,difficult_decision,liwc_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__difficult_decision__persona_liwc__r0,syn_0048,difficult_decision,persona_liwc,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__difficult_decision__lex_fewshot__r0,syn_0048,difficult_decision,lex_fewshot,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__daily_life_change__persona_only__r0,syn_0048,daily_life_change,persona_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__daily_life_change__liwc_only__r0,syn_0048,daily_life_change,liwc_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__daily_life_change__persona_liwc__r0,syn_0048,daily_life_change,persona_liwc,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__daily_life_change__lex_fewshot__r0,syn_0048,daily_life_change,lex_fewshot,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__meaningful_relationship__persona_only__r0,syn_0048,meaningful_relationship,persona_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__meaningful_relationship__liwc_only__r0,syn_0048,meaningful_relationship,liwc_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__meaningful_relationship__persona_liwc__r0,syn_0048,meaningful_relationship,persona_liwc,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__meaningful_relationship__lex_fewshot__r0,syn_0048,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__childhood_memory__persona_only__r0,syn_0048,childhood_memory,persona_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__childhood_memory__liwc_only__r0,syn_0048,childhood_memory,liwc_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__childhood_memory__persona_liwc__r0,syn_0048,childhood_memory,persona_liwc,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__childhood_memory__lex_fewshot__r0,syn_0048,childhood_memory,lex_fewshot,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__turning_point__persona_only__r0,syn_0048,turning_point,persona_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__turning_point__liwc_only__r0,syn_0048,turning_point,liwc_only,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__turning_point__persona_liwc__r0,syn_0048,turning_point,persona_liwc,0,gpt-4o-mini,3.0,93.0
gpt-4o-mini__syn_0048__turning_point__lex_fewshot__r0,syn_0048,turning_point,lex_fewshot,0,gpt-4o-mini,3.0,93.0
deepseek-v3__syn_0049__memorable_journey__persona_only__r0,syn_0049,memorable_journey,persona_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__memorable_journey__liwc_only__r0,syn_0049,memorable_journey,liwc_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__memorable_journey__persona_liwc__r0,syn_0049,memorable_journey,persona_liwc,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__memorable_journey__lex_fewshot__r0,syn_0049,memorable_journey,lex_fewshot,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__difficult_decision__persona_only__r0,syn_0049,difficult_decision,persona_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__difficult_decision__liwc_only__r0,syn_0049,difficult_decision,liwc_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__difficult_decision__persona_liwc__r0,syn_0049,difficult_decision,persona_liwc,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__difficult_decision__lex_fewshot__r0,syn_0049,difficult_decision,lex_fewshot,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__daily_life_change__persona_only__r0,syn_0049,daily_life_change,persona_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__daily_life_change__liwc_only__r0,syn_0049,daily_life_change,liwc_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__daily_life_change__persona_liwc__r0,syn_0049,daily_life_change,persona_liwc,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__daily_life_change__lex_fewshot__r0,syn_0049,daily_life_change,lex_fewshot,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__meaningful_relationship__persona_only__r0,syn_0049,meaningful_relationship,persona_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__meaningful_relationship__liwc_only__r0,syn_0049,meaningful_relationship,liwc_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__meaningful_relationship__persona_liwc__r0,syn_0049,meaningful_relationship,persona_liwc,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__meaningful_relationship__lex_fewshot__r0,syn_0049,meaningful_relationship,lex_fewshot,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__childhood_memory__persona_only__r0,syn_0049,childhood_memory,persona_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__childhood_memory__liwc_only__r0,syn_0049,childhood_memory,liwc_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__childhood_memory__persona_liwc__r0,syn_0049,childhood_memory,persona_liwc,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__childhood_memory__lex_fewshot__r0,syn_0049,childhood_memory,lex_fewshot,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__turning_point__persona_only__r0,syn_0049,turning_point,persona_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__turning_point__liwc_only__r0,syn_0049,turning_point,liwc_only,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__turning_point__persona_liwc__r0,syn_0049,turning_point,persona_liwc,0,deepseek-v3,44.0,99.0
deepseek-v3__syn_0049__turning_point__lex_fewshot__r0,syn_0049,turning_point,lex_fewshot,0,deepseek-v3,44.0,99.0
qwen3-32b__syn_0049__memorable_journey__persona_only__r0,syn_0049,memorable_journey,persona_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__memorable_journey__liwc_only__r0,syn_0049,memorable_journey,liwc_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__memorable_journey__persona_liwc__r0,syn_0049,memorable_journey,persona_liwc,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__memorable_journey__lex_fewshot__r0,syn_0049,memorable_journey,lex_fewshot,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__difficult_decision__persona_only__r0,syn_0049,difficult_decision,persona_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__difficult_decision__liwc_only__r0,syn_0049,difficult_decision,liwc_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__difficult_decision__persona_liwc__r0,syn_0049,difficult_decision,persona_liwc,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__difficult_decision__lex_fewshot__r0,syn_0049,difficult_decision,lex_fewshot,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__daily_life_change__persona_only__r0,syn_0049,daily_life_change,persona_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__daily_life_change__liwc_only__r0,syn_0049,daily_life_change,liwc_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__daily_life_change__persona_liwc__r0,syn_0049,daily_life_change,persona_liwc,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__daily_life_change__lex_fewshot__r0,syn_0049,daily_life_change,lex_fewshot,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__meaningful_relationship__persona_only__r0,syn_0049,meaningful_relationship,persona_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__meaningful_relationship__liwc_only__r0,syn_0049,meaningful_relationship,liwc_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__meaningful_relationship__persona_liwc__r0,syn_0049,meaningful_relationship,persona_liwc,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__meaningful_relationship__lex_fewshot__r0,syn_0049,meaningful_relationship,lex_fewshot,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__childhood_memory__persona_only__r0,syn_0049,childhood_memory,persona_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__childhood_memory__liwc_only__r0,syn_0049,childhood_memory,liwc_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__childhood_memory__persona_liwc__r0,syn_0049,childhood_memory,persona_liwc,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__childhood_memory__lex_fewshot__r0,syn_0049,childhood_memory,lex_fewshot,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__turning_point__persona_only__r0,syn_0049,turning_point,persona_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__turning_point__liwc_only__r0,syn_0049,turning_point,liwc_only,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__turning_point__persona_liwc__r0,syn_0049,turning_point,persona_liwc,0,qwen3-32b,44.0,99.0
qwen3-32b__syn_0049__turning_point__lex_fewshot__r0,syn_0049,turning_point,lex_fewshot,0,qwen3-32b,44.0,99.0
gpt-4o-mini__syn_0049__memorable_journey__persona_only__r0,syn_0049,memorable_journey,persona_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__memorable_journey__liwc_only__r0,syn_0049,memorable_journey,liwc_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__memorable_journey__persona_liwc__r0,syn_0049,memorable_journey,persona_liwc,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__memorable_journey__lex_fewshot__r0,syn_0049,memorable_journey,lex_fewshot,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__difficult_decision__persona_only__r0,syn_0049,difficult_decision,persona_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__difficult_decision__liwc_only__r0,syn_0049,difficult_decision,liwc_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__difficult_decision__persona_liwc__r0,syn_0049,difficult_decision,persona_liwc,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__difficult_decision__lex_fewshot__r0,syn_0049,difficult_decision,lex_fewshot,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__daily_life_change__persona_only__r0,syn_0049,daily_life_change,persona_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__daily_life_change__liwc_only__r0,syn_0049,daily_life_change,liwc_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__daily_life_change__persona_liwc__r0,syn_0049,daily_life_change,persona_liwc,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__daily_life_change__lex_fewshot__r0,syn_0049,daily_life_change,lex_fewshot,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__meaningful_relationship__persona_only__r0,syn_0049,meaningful_relationship,persona_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__meaningful_relationship__liwc_only__r0,syn_0049,meaningful_relationship,liwc_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__meaningful_relationship__persona_liwc__r0,syn_0049,meaningful_relationship,persona_liwc,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__meaningful_relationship__lex_fewshot__r0,syn_0049,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__childhood_memory__persona_only__r0,syn_0049,childhood_memory,persona_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__childhood_memory__liwc_only__r0,syn_0049,childhood_memory,liwc_only,0,gpt-4o-mini,44.0,99.0
gpt-4o-mini__syn_0049__childhood_memory__persona_liwc__r0,syn_0049,childhood_memory,persona_liwc,0,gpt-4o-mini,44.0,99.0
